,x,y
0,85.70630890986145,8.78397730231207
1,13.935078677591855,73.247799368969
2,53.97276113245288,87.18401240024879
3,25.472184832499522,35.44431543829494
4,8.62410573945375,41.26080339570821
5,24.867134487911375,3.6657793900696505
6,67.7097038428941,41.94974363640193
7,76.95574427477196,43.49544545110631
8,89.60953343005373,38.18769447382723
9,35.84701777946561,32.32456787734268
10,24.1626000938329,19.49569115093495
11,79.72017678053447,59.510852425608945
12,34.44665293268794,11.054650594043308
13,44.656297466815175,16.659047900160573
14,57.13666261909929,18.073354385798112
15,43.27125692650917,46.02370545694142
16,33.80807855103302,40.980191455243826
17,51.43330138412307,81.44784209801159
18,74.50529060044136,21.895440828905627
19,66.71401150369839,9.143873224451522
20,9.408718421103485,89.3496333590279
21,78.59048458434734,43.89997577209689
22,90.1149592300632,30.94737941587423
23,84.41305760233627,39.2424476745082
24,9.849781720670082,35.47549220628146
